concept set,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,Domain,Vocabulary,,,,
type 1 diabetes,37174270,7.21201E+14,Diabetes mellitus type 1 stage 3,Disorder,Standard,8/31/23,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,3522463,4.3521E+13,Type I diabetes mellitus,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,40386756,190364003,Type I diabetes mellitus with ophthalmic complications,Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,36717215,722454003,"Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome",Disorder,Standard,1/30/17,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386746,190355008,"Diabetes mellitus, juvenile type, with peripheral circulatory disorder",Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,45466587,C108312,Type 1 diabetes mellitus with multiple complications,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,1340528,OMOP5166183,Slowly progressive insulin dependent diabetes mellitus type 1A,Disorder,Standard,5/5/22,12/30/99,0,0,0,0,Condition,OMOP Extension
type 1 diabetes,45757073,1.04941E+14,Ischemia of retina due to type 1 diabetes mellitus,Disorder,Standard,1/30/15,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,45771068,8.7481E+13,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus,Disorder,Non-Standard,1/30/15,1/30/20,0,0,0,0,Condition,SNOMED
type 1 diabetes,3522464,4.3561E+13,Type I diabetes mellitus with multiple complications,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45618960,D003922,"Diabetes Mellitus, Type 1",Main Heading,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,MeSH
type 1 diabetes,35827261,6-1222,type 1 diabetes,Value,Non-Standard,1/11/12,12/30/99,0,0,0,0,Observation,UK Biobank
type 1 diabetes,3522922,8.2921E+13,Type I diabetes mellitus maturity onset,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45489959,C108111,Type I diabetes mellitus with ophthalmic complications,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,3551090,8.3041E+13,Type 1 diabetes mellitus with ketoacidotic coma,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,3572830,4.3621E+13,Type I diabetes mellitus maturity onset,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,609110,16746941000119104,Severe nonproliferative retinopathy of left eye due to diabetes mellitus type 1,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,37174264,7.21111E+14,Diabetes mellitus type 1 stage 1,Disorder,Standard,8/31/23,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40321135,154673001,Diabetes mellitus: [juvenile] or [insulin dependent],Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,766252,OMOP5181807,Exacerbation of type 1 diabetes mellitus,Disorder,Standard,7/11/22,12/30/99,0,0,0,0,Condition,OMOP Extension
type 1 diabetes,40386741,190350003,"Diabetes mellitus, juvenile type, with neurological manifestation",Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,765650,8.2561E+13,Cranial nerve palsy due to diabetes mellitus type 1,Disorder,Non-Standard,2/29/16,8/31/21,0,0,0,0,Condition,SNOMED
type 1 diabetes,37163452,1217068008,Fulminant type 1 diabetes mellitus,Disorder,Standard,4/29/22,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,37168690,1285519007,Wolfram syndrome type 2,Disorder,Standard,6/29/23,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386356,190325001,"Diabetes mellitus, juvenile type, with ketoacidosis",Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,609111,16747101000119101,Bilateral severe nonproliferative retinopathy of eyes due to diabetes mellitus type 1,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386755,190363009,Type I diabetes mellitus with renal complications,Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386771,190378002,Type I diabetes mellitus with diabetic cataract,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,45466594,C10E211,Type I diabetes mellitus with neurological complications,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,3522921,8.2911E+13,Type I diabetes mellitus with retinopathy,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45436522,C108311,Type I diabetes mellitus with multiple complications,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,3551088,8.2881E+13,Unstable type I diabetes mellitus,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,40386754,190362004,Type I diabetes mellitus,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,3550738,4.3571E+13,Unstable type I diabetes mellitus,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45439818,C10EG11,Type I diabetes mellitus with peripheral angiopathy,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,45509820,C105000,"Diabetes mellitus, juvenile type, with ophthalmic manifestation",Read,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,3576225,8.2871E+13,Type I diabetes mellitus with multiple complications,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,40386773,190380008,Type 1 diabetes mellitus with arthropathy,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386757,190365002,Type I diabetes mellitus with neurological complications,Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,40543501,371055001,Type I diabetes mellitus with ketoacidosis,Disorder,Non-Standard,7/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,3573913,8.57151E+14,"Diabetes insipidus, diabetes mellitus, optic atrophy and deafness",Undefined,Non-Standard,9/30/12,9/30/12,0,0,0,0,Observation,SNOMED
type 1 diabetes,40386768,190375004,Type I diabetes mellitus with polyneuropathy,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,46256773,C565101,"Maturity-Onset Diabetes of the Young, Type 1",Suppl Concept,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,MeSH
type 1 diabetes,3522924,8.2951E+13,Type I diabetes mellitus with polyneuropathy,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,3571423,1.04011E+14,Type 1 diabetes mellitus with exudative maculopathy,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,40386366,190334006,"Diabetes mellitus, juvenile type, with ketoacidotic coma",Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,3522923,8.2931E+13,Type I diabetes mellitus without complication,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,37162627,1196923000,Neovascular glaucoma due to diabetes mellitus type 1,Disorder,Standard,2/27/22,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,3522630,4.7481E+13,Type I diabetes mellitus,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,609191,16891191000119108,Coronary artery disease due to type 1 diabetes mellitus,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,979939,C537447,"Mental retardation syndrome, Belgian type",Suppl Concept,Non-Standard,5/6/18,12/30/99,0,0,0,0,Condition,MeSH
type 1 diabetes,40350833,267469001,Diabetes mellitus: [juvenile] or [insulin dependent],Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,45771533,8.2581E+13,Rubeosis iridis due to type 1 diabetes mellitus,Disorder,Standard,1/30/15,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,3527722,3.38031E+14,Latent autoimmune diabetes mellitus in adult,Undefined,Non-Standard,3/31/08,3/31/08,0,0,0,0,Observation,SNOMED
type 1 diabetes,3572831,4.3631E+13,Type I diabetes mellitus without complication,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,3522925,8.2971E+13,Type I diabetes mellitus with hypoglycaemic coma,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,3522920,8.2891E+13,Type I diabetes mellitus with ulcer,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,3572832,4.3671E+13,Type I diabetes mellitus with hypoglycaemic coma,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,37174265,7.21121E+14,Diabetes mellitus type 1 stage 2,Disorder,Standard,8/31/23,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386767,190374000,Type I diabetes mellitus with mononeuropathy,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,45496538,C108A12,Type 1 diabetes mellitus without complication,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,3523165,9.9241E+13,"Diabetes insipidus,diabetes mellitus, optic atrophy and deafness",Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45459825,C10EJ12,Insulin dependent diabetes mellitus with neuropathic arthropathy,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,609120,16749781000119101,Bilateral proliferative retinopathy of eyes due to diabetes mellitus type 1,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,3550872,5.0211E+13,Type I diabetes mellitus - poor control,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45523154,C10EE11,Type I diabetes mellitus with hypoglycaemic coma,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,609113,16747341000119101,Severe nonproliferative retinopathy of right eye due to diabetes mellitus type 1,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40386769,190376003,Type I diabetes mellitus with nephropathy,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,3572827,4.35011E+14,Ankle ulcer associated with type 1 diabetes mellitus,Disorder,Non-Standard,8/31/13,2/28/15,0,0,0,0,Condition,SNOMED
type 1 diabetes,35626765,770098001,Cranial nerve palsy due to type 1 diabetes mellitus,Disorder,Standard,7/30/18,12/30/99,0,0,0,0,Condition,SNOMED
type 1 diabetes,40518516,314369009,Type I diabetes mellitus with polyneuropathy,Disorder,Non-Standard,1/30/02,7/30/06,0,0,0,0,Condition,SNOMED
type 1 diabetes,3524295,2.13991E+14,Type 1 diabetes mellitus with gastroparesis,Undefined,Non-Standard,3/31/06,3/31/06,0,0,0,0,Observation,SNOMED
type 1 diabetes,40386766,190373006,Type I diabetes mellitus without complication,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,3522468,4.3701E+13,Type I diabetes mellitus with arthropathy,Undefined,Non-Standard,1/30/04,1/30/04,0,0,0,0,Observation,SNOMED
type 1 diabetes,45499860,C108H12,Type 1 diabetes mellitus with arthropathy,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
type 1 diabetes,40386772,190379005,Type I diabetes mellitus with peripheral angiopathy,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
type 1 diabetes,45612164,D014929,Wolfram Syndrome,Main Heading,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,MeSH
rheumatoid arthritis,36009833,10039073,Rheumatoid arthritis,PT,Classification,12/31/69,12/30/99,0,"203,580,097",0,"18,355,350",Condition,MedDRA
rheumatoid arthritis,80809,69896004,Rheumatoid arthritis,Disorder,Standard,1/30/02,12/30/99,"122,555,763","203,580,097","11,398,227","18,355,350",Condition,SNOMED
rheumatoid arthritis,36045685,10066578,Progression of rheumatoid arthritis,LLT,Classification,12/31/69,12/30/99,0,"203,580,097",0,"18,355,350",Condition,MedDRA
rheumatoid arthritis,36045666,10003268,Arthritis rheumatoid,LLT,Classification,12/31/69,12/30/99,0,"203,580,097",0,"18,355,350",Condition,MedDRA
rheumatoid arthritis,35208753,M06.9,"Rheumatoid arthritis, unspecified",4-char billing code,Non-Standard,12/31/06,12/30/99,"64,903,822","64,903,822",0,0,Condition,ICD10CM
rheumatoid arthritis,44831487,714,Rheumatoid arthritis,4-dig billing code,Non-Standard,12/31/69,12/30/99,"45,632,905","45,632,905",0,0,Condition,ICD9CM
rheumatoid arthritis,36045680,10040107,Seropositive rheumatoid arthritis,LLT,Classification,12/31/69,12/30/99,0,"41,275,761",0,"2,772,569",Condition,MedDRA
rheumatoid arthritis,36045679,10040106,Seropositive RA,LLT,Classification,12/31/69,12/30/99,0,"41,275,761",0,"2,772,569",Condition,MedDRA
rheumatoid arthritis,4035611,239791005,Seropositive rheumatoid arthritis,Disorder,Standard,1/30/02,12/30/99,"41,265,687","41,275,761","2,769,965","2,772,569",Condition,SNOMED
rheumatoid arthritis,45553045,M05.79,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement,5-char billing code,Non-Standard,12/31/69,12/30/99,"23,797,153","23,797,153",0,0,Condition,ICD10CM
rheumatoid arthritis,45572341,M06.09,"Rheumatoid arthritis without rheumatoid factor, multiple sites",5-char billing code,Non-Standard,12/31/69,12/30/99,"21,465,584","21,465,584",0,0,Condition,ICD10CM
rheumatoid arthritis,4083556,239792003,Seronegative rheumatoid arthritis,Disorder,Standard,1/30/02,12/30/99,"16,977,795","16,978,564","1,593,613","1,593,914",Condition,SNOMED
rheumatoid arthritis,36045684,10062719,Seronegative rheumatoid arthritis,LLT,Classification,12/31/69,12/30/99,0,"16,978,564",0,"1,593,914",Condition,MedDRA
rheumatoid arthritis,4117686,287006005,Rheumatoid arthritis of multiple joints,Disorder,Standard,1/30/02,12/30/99,"14,149,797","14,150,552","1,339,389","1,339,683",Condition,SNOMED
rheumatoid arthritis,35208750,M05.9,"Rheumatoid arthritis with rheumatoid factor, unspecified",4-char billing code,Non-Standard,12/31/06,12/30/99,"8,789,361","8,789,361",0,0,Condition,ICD10CM
rheumatoid arthritis,45553049,M05.89,Other rheumatoid arthritis with rheumatoid factor of multiple sites,5-char billing code,Non-Standard,12/31/69,12/30/99,"4,843,632","4,843,632",0,0,Condition,ICD10CM
rheumatoid arthritis,45533705,M06.9,"Rheumatoid arthritis, unspecified",ICD10 code,Non-Standard,4/30/90,12/30/99,"4,428,528","4,428,528",0,0,Condition,ICD10
rheumatoid arthritis,4115161,287007001,Rheumatoid arthritis - hand joint,Disorder,Standard,1/30/02,12/30/99,"4,035,607","4,091,559","420,141","432,669",Condition,SNOMED
rheumatoid arthritis,45596442,M06.00,"Rheumatoid arthritis without rheumatoid factor, unspecified site",5-char billing code,Non-Standard,12/31/69,12/30/99,"4,019,967","4,019,967",0,0,Condition,ICD10CM
rheumatoid arthritis,45586845,M06.89,"Other specified rheumatoid arthritis, multiple sites",5-char billing code,Non-Standard,12/31/69,12/30/99,"2,977,051","2,977,051",0,0,Condition,ICD10CM
rheumatoid arthritis,45606051,M05.741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,6-char billing code,Non-Standard,12/31/69,12/30/99,"2,488,864","2,488,864",0,0,Condition,ICD10CM
rheumatoid arthritis,45596437,M05.742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,6-char billing code,Non-Standard,12/31/69,12/30/99,"1,754,518","1,754,518",0,0,Condition,ICD10CM
rheumatoid arthritis,4117687,287008006,Rheumatoid arthritis - ankle and/or foot,Disorder,Standard,1/30/02,12/30/99,"1,133,820","1,134,904","216,457","217,092",Condition,SNOMED
rheumatoid arthritis,45606055,M06.041,"Rheumatoid arthritis without rheumatoid factor, right hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"1,110,118","1,110,118",0,0,Condition,ICD10CM
rheumatoid arthritis,4107913,193250002,Myopathy due to rheumatoid arthritis,Disorder,Standard,1/30/02,12/30/99,"1,089,597","1,089,597","143,448","143,448",Condition,SNOMED
rheumatoid arthritis,4116151,201777003,Rheumatoid arthritis of knee,Disorder,Standard,1/30/02,12/30/99,"983,404","1,019,170","175,935","183,402",Condition,SNOMED
rheumatoid arthritis,4116441,201771002,Rheumatoid arthritis of wrist,Disorder,Standard,1/30/02,12/30/99,"913,399","940,070","133,592","142,587",Condition,SNOMED
rheumatoid arthritis,45591686,M05.10,Rheumatoid lung disease with rheumatoid arthritis of unspecified site,5-char billing code,Non-Standard,12/31/69,12/30/99,"812,140","812,140",0,0,Condition,ICD10CM
rheumatoid arthritis,45567417,M05.69,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,5-char billing code,Non-Standard,12/31/69,12/30/99,"795,652","795,652",0,0,Condition,ICD10CM
rheumatoid arthritis,45572340,M06.042,"Rheumatoid arthritis without rheumatoid factor, left hand",6-char billing code,Non-Standard,12/31/69,12/30/99,"782,810","782,810",0,0,Condition,ICD10CM
rheumatoid arthritis,45572332,M05.40,Rheumatoid myopathy with rheumatoid arthritis of unspecified site,5-char billing code,Non-Standard,12/31/69,12/30/99,"759,653","759,653",0,0,Condition,ICD10CM
rheumatoid arthritis,45543434,M05.70,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement,5-char billing code,Non-Standard,12/31/69,12/30/99,"741,196","741,196",0,0,Condition,ICD10CM
rheumatoid arthritis,4114439,201766009,Rheumatoid arthritis of shoulder,Disorder,Standard,1/30/02,12/30/99,"649,764","739,338","111,471","128,844",Condition,SNOMED
rheumatoid arthritis,36009834,10039081,Rheumatoid lung,PT,Classification,12/31/69,12/30/99,0,"723,497",0,"112,198",Condition,MedDRA
rheumatoid arthritis,256197,398726004,Rheumatoid lung disease,Disorder,Standard,7/30/03,12/30/99,"721,485","723,497","111,513","112,198",Condition,SNOMED
rheumatoid arthritis,45606050,M05.731,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement,6-char billing code,Non-Standard,12/31/69,12/30/99,"550,642","550,642",0,0,Condition,ICD10CM
rheumatoid arthritis,45553046,M05.80,Other rheumatoid arthritis with rheumatoid factor of unspecified site,5-char billing code,Non-Standard,12/31/69,12/30/99,"497,919","497,919",0,0,Condition,ICD10CM
rheumatoid arthritis,4102493,193180002,Polyneuropathy in rheumatoid arthritis,Disorder,Standard,1/30/02,12/30/99,"450,197","450,197","89,058","89,058",Condition,SNOMED
rheumatoid arthritis,45596436,M05.711,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement,6-char billing code,Non-Standard,12/31/69,12/30/99,"406,930","406,930",0,0,Condition,ICD10CM
rheumatoid arthritis,45582014,M05.732,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement,6-char billing code,Non-Standard,12/31/69,12/30/99,"388,284","388,284",0,0,Condition,ICD10CM
rheumatoid arthritis,45548270,M06.80,"Other specified rheumatoid arthritis, unspecified site",5-char billing code,Non-Standard,12/31/69,12/30/99,"386,734","386,734",0,0,Condition,ICD10CM
rheumatoid arthritis,45548262,M05.761,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement,6-char billing code,Non-Standard,12/31/69,12/30/99,"370,052","370,052",0,0,Condition,ICD10CM
rheumatoid arthritis,45577100,M05.49,Rheumatoid myopathy with rheumatoid arthritis of multiple sites,5-char billing code,Non-Standard,12/31/69,12/30/99,"349,042","349,042",0,0,Condition,ICD10CM
